Time,FlowID,OldRate,NewRate
0.014642432,0,1.02,0.88
0.014646432,0,0.88,0.75
0.014650432,0,0.75,0.64
0.014654432,0,0.64,0.54
0.014658432,0,0.54,0.46
0.014662432,0,0.46,0.38
0.014666432,0,0.38,0.32
0.014670432,0,0.32,0.27
0.014674432,0,0.27,0.22
0.014678432,0,0.22,0.18
0.014682432,0,0.18,0.15
0.014686432,0,0.15,0.12
0.014690432,0,0.12,0.10
0.014733168,4,7.14,7.24
0.014738298,1,7.14,7.24
0.014811583,6,7.14,7.24
0.015033168,4,7.24,7.34
0.015038298,1,7.24,7.34
0.015111583,6,7.24,7.34
0.015333168,4,7.34,7.44
0.015338298,1,7.34,7.44
0.015411583,6,7.34,7.44
0.015633168,4,7.44,7.54
0.015638298,1,7.44,7.54
0.015711583,6,7.44,7.54
0.015933168,4,7.54,7.64
0.015938298,1,7.54,7.64
0.016011583,6,7.54,7.64
0.016233168,4,7.64,7.74
0.016238298,1,7.64,7.74
0.016311583,6,7.64,7.74
0.016533168,4,7.74,7.84
0.016538298,1,7.74,7.84
0.016611583,6,7.74,7.84
0.016833168,4,7.84,7.94
0.016838298,1,7.84,7.94
0.016911583,6,7.84,7.94
0.017133168,4,7.94,8.04
0.017138298,1,7.94,8.04
0.017438298,1,8.04,8.14
0.017490432,0,0.10,4.79
0.017790432,0,4.79,7.15
0.018090432,0,7.15,8.38
0.018390432,0,8.38,9.05
0.018690432,0,9.05,9.43
0.018990432,0,9.43,9.67
0.019290432,0,9.67,9.84
0.019590432,0,9.84,9.98
0.019890432,0,9.98,10.10
0.020190432,0,10.10,10.21
0.020490432,0,10.21,10.31
0.020790432,0,10.31,10.41
0.021090432,0,10.41,10.51
0.021390432,0,10.51,10.62
0.021690432,0,10.62,10.72
0.021990432,0,10.72,10.82
0.022290432,0,10.82,10.92
0.022590432,0,10.92,11.02
0.022890432,0,11.02,11.12
0.023190432,0,11.12,11.22
0.023490432,0,11.22,11.32
0.023790432,0,11.32,11.42
0.024090432,0,11.42,11.52
0.024390432,0,11.52,11.62
0.024690432,0,11.62,11.72
0.024990432,0,11.72,11.82
0.025290432,0,11.82,11.92
0.025590432,0,11.92,12.02
0.025890432,0,12.02,12.12
0.026190432,0,12.12,12.22
0.026490432,0,12.22,12.32
0.026790432,0,12.32,12.42
0.027090432,0,12.42,12.52
0.027390432,0,12.52,12.62
0.027690432,0,12.62,12.72
0.027990432,0,12.72,12.82
0.028290432,0,12.82,12.92
